,time,high,low,open,volumefrom,volumeto,close,RealTime
0,1475366400,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-02
1,1475452800,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-03
2,1475539200,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-04
3,1475625600,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-05
4,1475712000,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-06
5,1475798400,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-07
6,1475884800,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-08
7,1475971200,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-09
8,1476057600,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-10
9,1476144000,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-11
10,1476230400,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-12
11,1476316800,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-13
12,1476403200,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-14
13,1476489600,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-15
14,1476576000,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-16
15,1476662400,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-17
16,1476748800,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-18
17,1476835200,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-19
18,1476921600,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-20
19,1477008000,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-21
20,1477094400,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-22
21,1477180800,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-23
22,1477267200,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-24
23,1477353600,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-25
24,1477440000,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-26
25,1477526400,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-27
26,1477612800,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-28
27,1477699200,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-29
28,1477785600,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-30
29,1477872000,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-31
30,1477958400,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-01
31,1478044800,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-02
32,1478131200,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-03
33,1478217600,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-04
34,1478304000,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-05
35,1478390400,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-06
36,1478476800,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-07
37,1478563200,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-08
38,1478649600,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-09
39,1478736000,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-10
40,1478822400,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-11
41,1478908800,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-12
42,1478995200,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-13
43,1479081600,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-14
44,1479168000,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-15
45,1479254400,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-16
46,1479340800,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-17
47,1479427200,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-18
48,1479513600,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-19
49,1479600000,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-20
50,1479686400,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-21
51,1479772800,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-22
52,1479859200,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-23
53,1479945600,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-24
54,1480032000,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-25
55,1480118400,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-26
56,1480204800,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-27
57,1480291200,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-28
58,1480377600,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-29
59,1480464000,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-30
60,1480550400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-01
61,1480636800,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-02
62,1480723200,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-03
63,1480809600,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-04
64,1480896000,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-05
65,1480982400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-06
66,1481068800,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-07
67,1481155200,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-08
68,1481241600,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-09
69,1481328000,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-10
70,1481414400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-11
71,1481500800,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-12
72,1481587200,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-13
73,1481673600,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-14
74,1481760000,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-15
75,1481846400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-16
76,1481932800,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-17
77,1482019200,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-18
78,1482105600,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-19
79,1482192000,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-20
80,1482278400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-21
81,1482364800,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-22
82,1482451200,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-23
83,1482537600,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-24
84,1482624000,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-25
85,1482710400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-26
86,1482796800,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-27
87,1482883200,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-28
88,1482969600,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-29
89,1483056000,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-30
90,1483142400,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-31
91,1483228800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-01
92,1483315200,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-02
93,1483401600,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-03
94,1483488000,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-04
95,1483574400,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-05
96,1483660800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-06
97,1483747200,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-07
98,1483833600,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-08
99,1483920000,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-09
100,1484006400,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-10
101,1484092800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-11
102,1484179200,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-12
103,1484265600,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-13
104,1484352000,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-14
105,1484438400,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-15
106,1484524800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-16
107,1484611200,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-17
108,1484697600,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-18
109,1484784000,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-19
110,1484870400,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-20
111,1484956800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-21
112,1485043200,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-22
113,1485129600,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-23
114,1485216000,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-24
115,1485302400,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-25
116,1485388800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-26
117,1485475200,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-27
118,1485561600,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-28
119,1485648000,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-29
120,1485734400,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-30
121,1485820800,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-31
122,1485907200,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-01
123,1485993600,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-02
124,1486080000,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-03
125,1486166400,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-04
126,1486252800,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-05
127,1486339200,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-06
128,1486425600,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-07
129,1486512000,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-08
130,1486598400,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-09
131,1486684800,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-10
132,1486771200,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-11
133,1486857600,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-12
134,1486944000,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-13
135,1487030400,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-14
136,1487116800,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-15
137,1487203200,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-16
138,1487289600,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-17
139,1487376000,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
140,1487462400,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-19
141,1487548800,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-20
142,1487635200,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-21
143,1487721600,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-22
144,1487808000,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-23
145,1487894400,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-24
146,1487980800,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-25
147,1488067200,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-26
148,1488153600,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-27
149,1488240000,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-28
150,1488326400,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-01
151,1488412800,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-02
152,1488499200,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-03
153,1488585600,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-04
154,1488672000,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-05
155,1488758400,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-06
156,1488844800,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-07
157,1488931200,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-08
158,1489017600,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-09
159,1489104000,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-10
160,1489190400,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-11
161,1489276800,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-12
162,1489363200,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-13
163,1489449600,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-14
164,1489536000,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-15
165,1489622400,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-16
